hydroID (GLAHF database),bottle/vial ID,stream name,TPmgL,TNmgL,SRPmgL,NitratemgL,NH4mgL,DINmgL,Flowlitersday,TPload_kgday,TNload_kgday,SRP percent of TP,DIN percent of TN,Load N:P,urban,barren,forest,shrubland,herbaceous,agriculture,wetland,Strahler order,Areakm2,damspresent,percentwater,percentTP,percentTN
2109234,93,releau creek,0.023779,0.740502,0.01389,0.15394,0.062488,0.216428,6987940.013,0.166166226,5.174583556,58.41288532,29.22719993,68.86362965,3.644371043,0,29.09991742,4.08477842,1.42031379,0.357830994,61.39278833,2,16.3485,no,0.012258298,0.00584138,0.009101707
2109230,94,cedar river,0.019406,0.96882,0.005349,0.064314,0.033286,0.0976,344079111.8,6.677199243,333.3507251,27.56364011,10.07411077,110.398794,4.338258993,0.24910546,29.93198765,1.823932698,2.314058616,8.030045615,53.31261096,4,825.165,yes,0.603586217,0.234729148,0.586339103
2109224,95,deer creek,0.043872,1.174237,0.01052,0.022685,0.025446,0.048131,21638533.67,0.949325749,25.40876686,23.97884756,4.098916999,59.18689927,2.499042034,0.013328224,31.74949603,2.690635256,1.376139147,0.043316729,61.62804258,3,54.0252,no,0.037958482,0.033372439,0.044692129
2109217,96,bark river,0.015354,0.895648,0.006309,0.637831,0.03131,0.669141,50325417.93,0.772696467,45.07385992,41.09026964,74.71026564,128.9950618,5.33322624,0.543496449,27.73103619,1.221528349,2.538101645,17.12281547,45.50979565,3,135.0036,no,0.088281234,0.027163243,0.079281563
2109206,97,sunny brook,0.027558,0.792922,0.007595,0.108327,0.075777,0.184104,7615015.245,0.20985459,6.038113118,27.56005516,23.21842502,63.62679281,3.937387116,0.004013646,26.20509733,2.319887618,2.628938391,3.724663857,61.18001204,2,22.4352,no,0.013358318,0.007377193,0.010620591
2109205,98,ford river,0.017171,0.856213,0.004622,0.01452,0.054287,0.068807,407178588.1,6.991663536,348.6316005,26.91747714,8.036201272,110.2664747,2.974870282,0.124574671,39.84512949,2.899959681,2.870342109,4.139451284,47.14567248,5,1197.5184,no,0.714275802,0.245783774,0.613217025
2109203,99,portage creek,0.01358,1.248601,0.006556,0.50227,0.138247,0.640517,25294937.92,0.343505257,31.58328478,48.27687776,51.29877359,203.3205001,15.45003977,1.574986233,18.74931163,1.929878235,2.267637521,4.86936303,55.15878358,3,73.6056,no,0.044372574,0.012075526,0.055552646
2109188,100,escanaba river,0.053213,0.899636,0.035328,0.298731,0.169535,0.468266,832530500.6,44.30144553,748.9744094,66.38979197,52.05060713,37.38577111,4.077513373,1.786165899,46.12348589,4.743332618,4.330343096,2.565129936,36.37402919,5,2504.3265,yes,1.460431389,1.557365626,1.317390214
2109159,101,days river,0.008128,0.323316,0.002147,0.083821,0.011041,0.094862,68715259.07,0.558517626,22.2167427,26.4148622,29.34033577,87.96314791,4.191662821,0.025820203,37.46896082,2.921528556,1.29155954,2.953941152,51.14652691,3,164.0619,yes,0.120540834,0.019634035,0.039077596
2109152,102,tacoosh river,0.012362,0.48217,0.003731,0.044802,0.028633,0.073435,33855961.33,0.418527394,16.32432887,30.18120045,15.23010556,86.25190723,5.905091659,0.101975478,37.17243342,2.592074371,1.395641141,6.980577229,45.8522067,2,75.9537,no,0.059390387,0.014712842,0.028713279
2109151,103,rapid river,0.010568,0.577361,0.0015,0.031364,0.020279,0.051643,161214654.2,1.703716466,93.07905398,14.19379258,8.944663737,120.8125081,2.897518139,0.058408568,37.15011505,1.529700253,1.098685304,3.090367118,54.17520556,3,357.9048,yes,0.282803983,0.059892164,0.163719125
2109161,104,black george,0.014696,0.500619,0.005147,0.008516,0.026298,0.034814,10193221.08,0.149799577,5.102920144,35.02313555,6.954190712,75.32956261,11.74231645,0.181417188,31.58437678,6.114826409,21.41078543,8.348747866,20.61752988,2,25.4502,no,0.017881027,0.005266029,0.008975657
2109187,105,squaw creek,0.043925,1.221607,0.019407,0.11605,0.062279,0.178329,25683368.9,1.128141979,31.37498324,44.18212863,14.5979026,61.50026728,3.402151788,0.154240995,23.79483419,2.565204749,3.907859969,5.183508856,60.99219945,2,71.2215,no,0.045053963,0.039658515,0.055186259
2109201,106,wilsey bay creek,0.010632,0.454222,0.002989,0.091375,0.105544,0.196919,9910869.972,0.10537237,4.50173518,28.11324304,43.35303002,94.47359851,3.828187724,0.029194949,7.984818626,0.609444566,4.685789358,4.714984308,78.14758047,2,25.0461,no,0.017385724,0.003704243,0.007918217
2109193,107,granskrog creek,0.042612,1.154805,0.006578,0.041732,0.044703,0.086435,7888048.539,0.336125524,9.109157893,15.43696611,7.484813453,59.92858148,2.326156892,0.10888394,12.20984905,1.529324425,3.217025489,1.742143034,78.86661717,2,18.9576,no,0.013837275,0.011816101,0.01602233
2109184,108,martin creek,0.048324,0.730267,0.023504,0.187139,0.159756,0.346895,7402489.032,0.35771788,5.405793458,48.63835775,47.50248882,33.41766191,3.456852792,0.61928934,29.8680203,3.538071066,7.335025381,1.015228426,54.16751269,2,17.7345,no,0.012985503,0.012575155,0.009508388
2109173,109,big river,0.056188,1.467362,0.009037,0.022649,0.084515,0.107164,5527494.069,0.310578837,8.110834752,16.08350537,7.303173995,57.74986257,2.405357387,0.225502255,19.05152385,0.813174798,4.701380347,0.90200902,71.90105234,2,13.176,no,0.009696372,0.010918037,0.014266354
2109172,110,little river,0.063087,1.311415,0.008427,0.159907,0.142313,0.30222,7340540.665,0.463092689,9.626495137,13.35774407,23.04533653,45.96820356,3.990755008,0.041088855,27.03133025,2.886492039,9.090909091,4.411915768,52.54750899,2,17.5311,no,0.012876833,0.016279483,0.016932288
2109165,111,ogontz river,0.009794,0.731612,0.008182,0.144433,0.069464,0.213897,37142501.15,0.363773656,27.17389955,83.54094343,29.23639853,165.1878046,3.979249313,0.042722002,27.15898688,1.520699827,1.747533313,0.826975893,64.72383277,2,88.5465,no,0.06515566,0.012788038,0.047796866
2109144,112,Whitefish River,0.016063,0.464916,0.006421,0.075763,0.073835,0.149598,390754972.6,6.276697125,181.6682388,39.97385295,32.1774256,64.00370193,2.251889271,0.20348601,44.58160658,2.325586645,2.062059283,3.544584089,45.03078812,5,800.1297,yes,0.68546537,0.220649964,0.319540904
2109170,113,sturgeon river,0.008613,0.354548,0.004536,0.103789,0.058955,0.162744,257438949.5,2.217321672,91.27446468,52.6645768,45.90182429,91.02859789,2.545166026,0.349793334,44.334798,2.351940644,1.935349329,0.19224785,48.29070482,3,568.1772,yes,0.451601379,0.077947356,0.160544987
2109149,114,fishdam river,0.011963,0.282853,0.004718,0.082905,0.030557,0.113462,113949820.8,1.363181706,32.23104867,39.43826799,40.1134158,52.28510052,3.756933189,0.146098827,47.04716799,2.43832622,3.559160731,8.345477256,34.70683579,3,244.161,no,0.19989165,0.047921062,0.056692015
2109148,115,hog island creek,0.019,0.794683,0.006849,0.04505,0.077286,0.122336,20386074.2,0.38733541,16.20046661,36.04736842,15.39431446,92.49059693,4.317850448,0.054155384,35.42803583,4.030410331,4.265777963,0.110393668,51.79337638,3,43.4286,no,0.035761408,0.013616324,0.028495414
2109167,116,velentine creek,0.018,0.89019,0.006206,0.160789,0.05439,0.215179,11297259.66,0.203350674,10.05670758,34.47777778,24.17225536,109.3622576,2.813617286,0.007772423,32.39934712,2.592103218,4.267060469,5.673869112,52.24623037,1,23.1633,no,0.01981774,0.007148556,0.017689
2109183,117,garden creek,0.036,0.864659,0.008243,0.023209,0.026509,0.049718,16698058.41,0.601130103,14.43812649,22.89722222,5.750012433,53.11285248,4.648049479,0.238292859,22.69404803,1.081688934,7.842244772,16.70727463,46.7884013,2,33.651,no,0.029291862,0.021132027,0.025395589
2109180,118,birch creek,0.015584,0.681406,0.005342,0.187374,0.038266,0.22564,7239147.064,0.112814868,4.932798244,34.27874743,33.11388511,96.69060431,5.253837072,1.515151515,33.33989243,6.080283353,6.132756133,0,47.6780795,2,13.7214,yes,0.012698967,0.003965875,0.008676425
2109178,119,parent creek,0.003987,0.948008,0.003987,0.92983,0.018178,0.948008,9075781.859,0.036185142,8.603913809,100,100,525.8029608,3.006096279,0.336346437,38.84275804,8.172167332,5.586504099,0,44.05612781,2,17.1513,no,0.015920806,0.001272046,0.015133644
2109176,120,no name,0.021019,0.676719,0.004282,0.065353,0.108719,0.174072,1745626.209,0.036691317,1.181298422,20.37204434,25.7229367,71.19566989,5.771396396,0.028153153,43.2713964,3.434684685,6.672297297,0,40.82207207,1,3.1968,no,0.003062191,0.00128984,0.002077816
2109162,121,bursaw creek,0.030526,0.507145,0.009009,0.162256,0.100187,0.262443,13835103.75,0.422330377,7.016403691,29.51254668,51.74910529,36.7383383,2.379952401,0.64748705,23.82402352,4.164916702,6.471370573,0,62.51224976,2,25.8273,no,0.024269645,0.014846532,0.012341332
2109160,122,gierke creek,0.01175,0.354926,0.005462,0.120648,0.076195,0.196843,2484509.585,0.029192988,0.881817049,46.48510638,55.46029313,66.7970386,4.370527944,0.038677238,54.65093792,8.489653839,7.600077354,0,24.8501257,1,4.6557,no,0.004358346,0.001026245,0.001551051
2109153,123,snyder creek,0.007158,0.315634,0.003912,0.044274,0.031801,0.076075,5980000.719,0.042804845,1.887491547,54.65213747,24.10228302,97.51004252,3.643724696,2.143367468,33.01579741,9.962689529,10.5025006,0.127014369,40.60490593,2,11.3373,no,0.010490163,0.001504754,0.003319957
2109145,124,thompson creek,0.006359,0.275001,0.006359,0.163901,0.048456,0.212357,14223620.29,0.090448001,3.911509804,100,77.22044647,95.63188337,8.84824518,0.065908716,48.6472236,15.57752513,10.30482781,0.810677212,15.74559235,2,27.4707,yes,0.024951184,0.003179594,0.006880054
2109143,125,southtown creek,0.005409,0.599217,0.004664,0.037611,0.172367,0.209978,6893483.111,0.03728685,4.130692269,86.22665927,35.04206323,244.9764885,4.873926857,0.358277564,14.51362131,0.73683499,3.298857568,0.128439127,76.09004259,1,13.3479,no,0.012092601,0.001310776,0.00726558
2109142,126,manistique river,0.010722,0.346869,0.003404,0.068644,0.011065,0.079709,1992229963,21.36068966,691.042815,31.74780824,22.97956866,71.53967224,3.062939972,0.115112227,39.12376197,3.722794719,4.361031914,1.006724938,48.60763426,6,3809.9529,yes,3.494785079,0.750910121,1.215492854
2109140,127,Orr creek,0.018178,0.934861,0.014025,0.678314,0.02095,0.699264,2013658.196,0.036604279,1.882490515,77.15370228,74.79871339,113.7255915,12.58924322,0.571156592,50.14278915,1.07091861,12.39885769,9.043312708,14.18372204,1,3.7818,yes,0.003532375,0.001286781,0.003311161
2109139,128,Snyder Creek,0.007775,0.458517,0.007065,0.068608,0.043319,0.111927,6191978.746,0.048142635,2.839127518,90.8681672,24.41065435,130.4104235,9.304368661,0.047919495,15.21443974,0.495168118,3.745707212,9.000878524,62.19151825,1,11.2689,no,0.010862017,0.001692398,0.004993814
2109137,129,Marblehead Creek,0.013755,0.92984,0.003023,0.144675,0.037773,0.182448,17286226.16,0.237772041,16.07342453,21.97746274,19.62144025,149.4875041,5.750157313,0.155814581,27.26455518,0.563329638,1.77988194,9.732418422,54.75384293,3,31.338,no,0.03032363,0.008358599,0.028271957
2109135,130,no name,0.007214,0.327922,0.003281,0.010493,0.033974,0.044467,1604702.047,0.011576321,0.526217105,45.48100915,13.56023689,100.5198141,0.956327702,0.318775901,21.07108703,0.28689831,6.853681862,0.22314313,70.29008607,1,2.8449,no,0.002814981,0.000406952,0.000925577
2109136,131,Gulliver Lake Outlet,0.017979,0.692347,0.004786,0.109521,0.13181,0.241331,11052102.59,0.198705752,7.651890069,26.61994549,34.85694312,85.15605681,8.346672765,0.245826664,22.89046421,0.234392865,2.463983535,8.575348731,57.24331123,2,19.3536,yes,0.019387683,0.006985269,0.013459105
2109133,132,Bulldog Creek,0.0122,0.56556,0.0015,0.008808,0.035396,0.044204,2903688.816,0.035425004,1.642210247,12.29508197,7.815970012,102.5123326,4.053608096,0.275007334,30.27464066,1.287034321,3.074581989,1.52537401,59.50975359,2,55.3842,yes,0.005093673,0.001245325,0.002888526
2109132,133,Milakokia River,0.003492,0.585133,0.0015,0.254011,0.079928,0.333939,95349661.18,0.332961017,55.79223329,42.95532646,57.07061471,370.5421504,2.887496595,8.578346802,24.92750991,1.874754079,6.038923696,0.216713581,55.47625533,4,159.3342,yes,0.167263107,0.011704856,0.098134384
2109131,134,hudson creek,0.008563,0.643036,0.003993,0.185935,0.011328,0.197263,5073786.306,0.043446832,3.262627251,46.63085367,30.67682058,166.0606005,0.938856942,0,35.14845675,0.891914095,0.539842741,0,62.48092947,1,7.8399,no,0.008900475,0.001527323,0.005738718
2109130,135,newton creek,0.004549,0.463415,0.0015,0.309675,0.010897,0.320572,3071021.89,0.013970079,1.423157609,32.97428006,69.17600855,225.2741766,3.347689898,0.274079875,60.31714957,1.566170713,3.563038371,0.626468285,30.30540329,1,4.698,no,0.00538721,0.000491102,0.002503228
2109116,136,rock river,0.012134,0.558932,0.003899,0.111548,0.01447,0.126018,26704122.99,0.324027828,14.92578887,32.13284984,22.54621314,101.8620107,4.577366399,0.401676563,28.33915473,1.835487251,4.219350332,5.754453371,54.87251135,2,51.6762,no,0.046844577,0.01139082,0.026253351
2109111,137,Lower millecoquins river,0.025379,0.361367,0.006378,0.008195,0.007776,0.015971,130121448.3,3.302352235,47.02159739,25.13101383,4.41960666,31.48699718,3.91692096,0.181422603,36.87536059,3.716382948,5.53756004,12.45629523,37.31605764,4,263.5416,yes,0.228260042,0.11609034,0.082707488
2109112,138,Matix Creek,0.020416,0.323319,0.014665,0.211521,0.010022,0.221543,2351233.687,0.048002787,0.760198524,71.83091693,68.52149116,35.02013618,2.785095973,0.018818216,36.69552126,0.207000376,1.561911931,0,58.73165224,1,4.7826,no,0.004124552,0.001687482,0.001337133
2109110,139,Black River,0.016626,0.378139,0.006207,0.149529,0.010909,0.160438,62816264.14,1.044383208,23.75327931,37.33309275,42.4283134,50.29455338,3.263933772,0.009626095,39.51924531,2.339141077,9.127600765,0.462740137,45.27771284,3,131.0922,no,0.110192772,0.036714073,0.04178025
2109113,140,hog island creek,0.009926,0.60295,0.0015,0.116252,0.028404,0.144656,4585385.74,0.045514539,2.764758332,15.11182752,23.99137574,134.3273012,3.007014334,0,42.24153705,3.315035072,8.850259225,0.21957914,42.36657518,2,29.5389,no,0.008043719,0.001600011,0.004863004
2109114,141,davenport creek,0.028995,0.409633,0.006546,0.151458,0.009251,0.160709,11568391.85,0.335425522,4.738795058,22.57630626,39.23243489,31.24129903,1.838976427,0.016456165,38.87357551,6.710001234,5.368823796,0,47.19216687,1,21.9609,no,0.020293362,0.011791493,0.008335188
2109115,142,Paquin Creek,0.012569,0.551971,0.010011,0.541744,0.010227,0.551971,34802678.64,0.437434868,19.21006933,79.64834116,100,97.11197697,2.539269607,0.132901639,36.97069095,2.871523703,5.618628851,0.230457097,51.63652816,3,65.196,yes,0.061051126,0.015377512,0.033789081
2109120,143,no name,0.094598,1.104409,0.020515,0.304677,0.118422,0.423099,1772096.729,0.167636806,1.957119576,21.686505,38.30999204,25.8169684,8.783783784,0.108108108,60.10810811,0.135135135,10.54054054,0.459459459,19.86486486,1,3.33,no,0.003108626,0.005893076,0.003442428
2109122,144,Brevort River,0.011293,0.455227,0.003593,0.026534,0.027427,0.053961,83984488.85,0.948436833,38.23200691,31.81616931,11.85364664,89.14068051,4.002030298,0.105419335,43.05468791,1.175230361,6.34272997,0.340985996,44.97891613,3,156.4344,yes,0.147326234,0.03334119,0.067247253
2109125,145,Pointe aux Chennes River,0.003979,0.298567,0.0015,0.079992,0.024839,0.104831,23186060.17,0.092257333,6.922592425,37.69791405,35.11138203,165.9300813,3.598983187,0.182847969,21.04758507,0.559693172,6.170004014,2.252151808,66.18873478,2,43.0371,no,0.040673165,0.003243199,0.012176325
2109134,146,Moran river,0.01729,0.832271,0.0015,0.028404,0.04671,0.075114,10437815.5,0.18046983,8.687091143,8.675534991,9.025185306,106.4454322,10.13667426,0.947401118,35.63367157,0.559121971,2.826672189,0.641954856,49.25450404,2,19.5381,no,0.018310096,0.006344206,0.015279946
2109154,147,French Farm Creek,0.016431,0.833194,0.003679,0.123851,0.100987,0.224838,20229088.14,0.332384147,16.85475487,22.39060313,26.9850719,112.1345382,7.78322926,0.700904804,16.52542373,0.563909774,2.33210144,0.165668408,71.92876258,2,31.1319,yes,0.035486022,0.011684577,0.029646259
2109155,148,Carp Lake river,0.005637,0.274062,0.0015,0.027562,0.055092,0.082654,79428081.78,0.447736097,21.76821895,26.60989888,30.15886916,107.5122742,6.863120504,0.134427218,23.52476312,1.448555111,7.13360436,8.580530051,52.31499963,2,118.8423,yes,0.13933335,0.01573964,0.038288676
2109186,149,Wycamp Creek,0.009472,0.663358,0.002483,0.042666,0.100049,0.142715,55196387.97,0.522820187,36.61496553,26.21410473,21.5140241,154.8686606,4.309759852,0.026480859,41.26214396,3.545125039,13.58633588,16.43468331,20.83547111,3,57.204,yes,0.096825927,0.018379134,0.064402998
2109191,150,no name,0.585278,2.288931,0.473912,0.634114,0.106227,0.740341,14456176.8,8.460882247,33.08919123,80.97211923,32.34440007,8.648240571,4.164691542,0.182840116,61.393648,1.598158055,16.40143563,11.98618541,4.273041241,2,13.2903,no,0.025359136,0.297432443,0.058201423
2109219,151,Bear River,0.015,0.517473,0.0015,0.207283,0.024766,0.232049,434143612.8,6.512154192,224.6575978,10,44.84272609,76.28755505,7.578560592,0.088978792,51.8451897,1.113515174,6.549863331,13.96678979,18.85710262,4,300.5118,yes,0.761578055,0.228927182,0.395155986
2109222,152,Susan Creek,0.109093,1.152709,0.005886,0.218824,0.181969,0.400793,37598924.16,4.101779434,43.34061827,5.395396588,34.76965999,23.36576798,5.784392259,0.016864117,35.5748556,1.235296598,10.41780851,29.37307644,17.59770648,2,21.9411,no,0.065956321,0.14419327,0.07623292
2109225,153,Pine River,0.003,0.407657,0.002746,0.279653,0.018885,0.298538,1467313816,4.401941447,598.1607482,91.53333333,73.23264411,300.4906133,8.196956265,0.24549606,52.39584044,1.504761398,7.950419967,16.42142103,13.28510484,5,854.0973,yes,2.573973148,0.154745115,1.052120214
2109227,154,mcgeach creek,0.008797,1.616137,0.003472,1.423188,0.014083,1.437271,43147110.26,0.379565129,69.73164134,39.46800045,88.93249768,406.2569857,5.192665054,0.708250061,21.96977666,1.865292241,6.363731987,40.34571018,23.55457382,2,25.992,no,0.075688992,0.013343169,0.122652765
2109229,155,Inwood Creek,0.041447,1.841225,0.030037,1.510083,0.020403,1.530486,22914071.9,0.949719538,42.18996204,72.47086641,83.12324675,98.23607968,5.806968362,0.153517554,27.90014684,0.881057269,7.755973835,25.63743158,31.86490455,1,13.8654,no,0.040196041,0.033386282,0.074209002
2109235,156,no name,0.009157,0.374648,0.005305,0.066344,0.025347,0.091691,4575852.099,0.041901078,1.714333837,57.93382112,24.47390617,90.47476528,6.893235011,0,30.49054184,2.789355563,8.881051619,33.72875922,17.21705675,1,2.808,no,0.008026995,0.001472984,0.003015386
2109238,157,antrim creek,0.01213,1.038011,0.006595,0.671736,0.022277,0.694013,11703622.64,0.141964943,12.14848904,54.36933223,66.85988877,189.2336715,7.251178794,0.573467567,35.88632598,1.847839939,12.52708041,25.32177902,16.59232828,2,7.0785,no,0.020530585,0.004990612,0.021368288
2109243,158,guyer creek,0.00945,0.424085,0.006784,0.187719,0.023543,0.211262,10878417.91,0.102801049,4.613373858,71.78835979,49.81595671,99.23808243,15.20718232,0.055248619,31.25690608,1.58839779,11.62983425,25.4558011,14.80662983,1,6.516,no,0.019083004,0.003613851,0.008114581
2109290,159,Golden Brook,0.020557,1.077708,0.011301,0.142081,0.20264,0.344721,14147647.79,0.290833196,15.24703321,54.9739748,31.98649356,115.9307463,8.926979094,0.475577133,21.49014168,0.406222134,6.400475577,38.55147132,23.74913306,2,9.0963,no,0.024817912,0.010223902,0.026818396
2109306,160,elk lake outlet,0.0015,0.56108,0.0015,0.164896,0.022331,0.187227,1884219857,2.826329785,1057.198077,100,33.36903828,827.1624102,8.901625418,0.202014834,50.19126936,2.908232124,12.73365536,16.65094572,8.412257182,5,1299.7665,yes,3.305312923,0.099356326,1.859532694
2109317,161,yuba creek,0.013967,1.726532,0.003141,1.506555,0.008493,1.515048,27399822.65,0.382693323,47.30667061,22.48872342,87.75093656,273.3560937,16.94375517,0.827129859,19.63606286,2.043010753,17.77915633,30.0082713,12.76261373,1,21.7728,no,0.048064979,0.013453137,0.083208911
2109330,162,Acme Creek,0.01211,0.347041,0.004489,0.183529,0.007892,0.191421,40804505.61,0.494142563,14.16083643,37.0685384,55.15803608,63.37148785,14.61830536,0.097422062,63.22442046,3.050059952,8.820443645,6.612210232,3.577138289,3,36.0594,yes,0.071579577,0.017371005,0.024907857
2109333,163,no name,0.020308,1.194709,0.008278,0.835023,0.024418,0.859441,4968610.881,0.10090255,5.936044138,40.76226118,71.93726673,130.0924945,22.12319271,0.138641315,62.30936819,3.248167954,6.060606061,4.020598138,2.099425629,1,4.5468,no,0.008715975,0.003547111,0.01044106
2109338,164,no name,0.012377,0.58016,0.008104,0.340774,0.068679,0.409453,7057076.723,0.087345439,4.094233632,65.47628666,70.57587562,103.6548559,20.16315432,0,54.1264446,2.52889191,10.61862678,1.930659415,10.63222298,1,6.6195,no,0.012379578,0.003070527,0.007201452
2109337,165,East Branch Mitchel Creek,0.00949,1.080863,0.006835,0.917852,0.033827,0.951679,43464671.46,0.412479732,46.97935518,72.0231823,88.048069,251.8614496,32.45040477,0.011120007,18.11004359,2.039409305,12.57228005,21.93087804,12.88586425,3,40.5135,no,0.07624606,0.014500244,0.082633187
2109334,166,Boardman River,0.01,0.662486,0.008574,0.405416,0.040313,0.445729,800606476.8,8.006064768,530.3905824,85.74,67.28127085,146.4987657,12.83791399,0.209893025,45.07127095,6.295538396,14.53308821,10.03241069,11.01988473,4,735.1434,yes,1.404430021,0.281443865,0.932917539
2109326,167,Cedar Creek,0.0015,0.728234,0.0015,0.478533,0.039254,0.517787,19100345.55,0.028650518,13.90952104,100,71.10173378,1073.586281,13.93387314,0.275528565,42.53823662,2.732793522,11.67903734,21.16509222,7.675438596,2,17.0631,yes,0.033505973,0.001007176,0.024465812
2109292,168,Leo Creek,0.012142,1.651585,0.007058,1.360658,0.023771,1.384429,13951178.25,0.169395206,23.04155673,58.12880909,83.82426578,300.793164,12.75306871,0.526064084,23.21058505,1.697752272,15.73409852,28.20022318,17.87820819,1,11.3085,yes,0.024473264,0.005954891,0.040528383
2109279,169,no name,0.003065,1.97871,0.0015,1.914863,0.010528,1.925391,4714433.711,0.014449739,9.328497129,48.93964111,97.30536562,1427.60786,6.697071531,0.264042247,25.34805569,3.192510802,7.41718675,56.02496399,1.056168987,1,3.7494,no,0.008270096,0.000507964,0.016408132
2109276,170,Bellangers Creek,0.013008,1.567044,0.004715,1.1931,0.027894,1.220994,33896470.76,0.440925292,53.11726113,36.24692497,77.91702084,266.3961373,6.850687487,0.086367719,31.3618462,2.760312306,10.10847786,38.85856422,9.973744213,2,26.4402,yes,0.059461449,0.015500214,0.093429307
2109269,171,Weaver Creek,0.012361,1.600513,0.009099,0.52109,0.026548,0.547638,7140052.463,0.088258189,11.42774679,73.61054931,34.21640437,286.3273675,5.128205128,0.016542597,40.23159636,1.885856079,7.841191067,34.07775021,10.81885856,1,5.4405,no,0.012525135,0.003102614,0.020100556
2109258,172,Shady trail creek,0.025071,0.597547,0.019025,0.150852,0.063977,0.214829,3967302.195,0.099464233,2.370649525,75.88448805,35.95181634,52.70571074,8.678795109,0.417536534,25.35043245,1.491201909,2.892931703,57.62004175,3.549060543,1,3.0177,no,0.006959472,0.003496549,0.004169796
2109248,173,Northport Creek,0.023729,0.948114,0.01966,0.580622,0.024752,0.605374,15213586.49,0.361003194,14.42421435,82.85220616,63.85033867,88.35647553,10.74272588,1.539050536,32.36600306,2.679938744,11.7151608,30.34456355,10.61255743,2,11.754,yes,0.02668779,0.012690646,0.025371119
2109256,174,Roaring Brook ,0.002133,1.717721,0.0015,1.710241,0.00748,1.717721,4709870.592,0.010046154,8.090243623,70.32348805,100,1780.815924,7.260879684,0,63.13707238,1.69885967,12.70653945,15.05701652,0.139632302,1,3.8673,no,0.008262091,0.000353161,0.014230136
2109259,175,Gills Creek,0.00975,0.854954,0.002337,0.574346,0.011983,0.586329,3542458.914,0.034538974,3.028639419,23.96923077,68.58018092,193.9078511,8.858812673,0.030759766,50.01537988,2.214703168,10.82743771,20.6705629,7.382343894,1,2.9259,no,0.006214209,0.001214177,0.005327151
2109275,176,Leland River,0.002081,0.384174,0.0015,0.104588,0.025696,0.130284,407726783.8,0.848479437,156.6380294,72.08073042,33.91275828,408.237739,8.496574698,0.330356254,35.85167724,2.029726529,13.37998163,27.03249333,12.87919032,3,361.7388,yes,0.715237451,0.029827305,0.27551463
2109304,177,Shalda Creek,0.008751,0.430432,0.002023,0.10298,0.046652,0.149632,82965235.86,0.726028779,35.7108924,23.11735802,34.76321463,108.7687476,8.879831138,1.102700342,52.41890482,1.631608317,15.43416551,12.81631366,7.716476211,3,81.2025,no,0.145538253,0.025522695,0.062812801
2109311,178,Crystal River,0.015695,0.259383,0.0015,0.01538,0.020844,0.036224,115812736.3,1.817680896,30.03985498,9.557183817,13.96544878,36.54579802,6.936874916,3.073069053,69.07043008,1.263075364,10.8704798,3.449792515,5.336278278,4,120.3309,yes,0.20315959,0.063898451,0.052837868
2109346,179,Otter Creek,0.008167,0.811637,0.0015,0.560945,0.014281,0.575226,7043018.934,0.057520336,5.716374759,18.36659728,70.87232346,219.7639954,5.167958656,0.147655962,66.61744801,0.725975145,7.715023994,0.799803125,18.82613511,1,7.7247,no,0.012354918,0.00202206,0.010054678
2109360,180,Platte River,0.00369,0.220505,0.0015,0.004733,0.004716,0.009449,432963278.5,1.597634498,95.47056772,40.6504065,4.285163602,132.1445743,7.233354615,0.320597303,58.27959131,2.295531358,13.21321673,9.913329389,8.744379297,4,498.9402,yes,0.759507503,0.056162977,0.167925619
2109381,181,Betsie,0.025,0.34377,0.010793,0.05107,0.0015,0.05257,511510292.1,12.7877573,175.8418931,43.172,15.29220118,30.40781583,9.055833905,0.121315094,49.64989172,3.441712441,12.73760221,8.214833908,16.77881073,4,618.9471,no,0.897295277,0.449538687,0.309292796
2109393,182,Herring lake Outlet,0.01187,0.49571,0.0015,0.083109,0.037442,0.120551,48386086.38,0.574342845,23.98546688,12.63689975,24.31885578,92.34943055,6.570835173,0.080132136,44.94268099,1.538864086,7.880750298,25.71750969,13.26922762,3,58.8735,yes,0.084879244,0.020190353,0.04218865
2109405,183,Bowens Creek,0.052089,0.507739,0.02086,0.01026,0.036201,0.046461,51479447.49,2.68151294,26.13812319,40.0468429,9.150567516,21.55518547,6.084234571,0.228423175,44.91476432,1.933136871,16.09396371,22.93255876,7.8129186,3,64.4634,no,0.090305642,0.094265459,0.045975012
2109418,184,Hansen Creek,0.00693,0.349622,0.0015,0.039331,0.017353,0.056684,49030851.09,0.339783798,17.14226422,21.64502165,16.21293855,111.5636666,12.75967297,0.78656636,39.54699,1.778749653,14.33117381,25.62541817,5.171429038,2,63.8325,no,0.086010295,0.011944703,0.030151966
2109428,185,Manistee River,0.011102,0.291273,0.0015,0.029503,0.015868,0.045371,3538895944,39.28882277,1030.784838,13.51107908,15.57679565,58.01713339,6.068187735,0.156433002,56.13977403,5.220063964,11.45223627,9.141060149,11.82224485,5,5050.0872,yes,6.207958404,1.381152721,1.813073773
2109434,186,Magoon Creek,0.027439,0.727012,0.004479,0.155595,0.050872,0.206467,8853527.123,0.242931931,6.436620461,16.32348118,28.39939368,58.59095278,5.858599685,0.225857231,63.43166108,3.558962426,10.49893916,10.99856273,5.427417699,2,13.1625,no,0.015530925,0.008539989,0.011321536
